Id,Latitude,Longitude,On street,Zipcode,Installation Date
11089,40.7226536,-73.9871422,E HOUSTON ST,10009,10/30/2017
11087,40.7222505,-73.9909664,FORSYTH ST,10002,09/01/2017
11085,40.7227279,-73.9884518,HOUSTON,10002,10/30/2017
11084,40.7227777,-73.9932464,BOWERY,10012,06/01/2017
11083,40.7237327,-73.9917780,HOUSTON,10002,03/14/2019
11082,40.7226803,-73.9812184,E 4 ST,10009,05/10/2017
11081,40.7227162,-73.9828671,AVE B,10009,12/30/2016
11080,40.7235967,-73.9793025,AVE C,10009,12/30/2016
11079,40.7237123,-73.9815320,E 5 ST,10009,12/30/2016
11078,40.7311355,-73.9741369,AVE C,10009,05/10/2017
11074,40.7257306,-73.9882348,E 4 ST,10003,05/10/2017
11073,40.7245254,-73.9855977,E 4 ST,10009,12/30/2016
11072,40.7245272,-73.9798000,E 7 ST,10009,12/30/2016
11070,40.7251939,-73.9779526,AVE C,10009,12/30/2016
11069,40.7253733,-73.9839271,AVE A,10009,03/10/2017
11068,40.7240868,-73.9735984,FDR,10009,05/10/2017
11067,40.7263224,-73.9802252,AVE B,10009,09/17/2018
11066,40.7262930,-73.9861133,1 AVE,10009,06/01/2017
11063,40.7298867,-73.9747435,AVE C,10009,08/22/2017
11062,40.7285750,-73.9757975,E 14 ST,10009,06/01/2017
11060,40.7268508,-73.9738246,AVE D,10009,12/30/2016
11059,40.7270024,-73.9765810,AVE C,10009,12/30/2016
11058,40.7296294,-73.9780161,E 14 ST,10009,06/01/2017
11055,40.7288617,-73.9826599,E 11 ST,10009,06/06/2018
11054,40.7306125,-73.9803466,E 14 ST,10009,10/30/2017
11053,40.7312771,-73.9827711,1 Ave,10003,12/26/2017
11034,40.7750813,-73.9891432,Thelonius Monk Circle,10069,10/20/2020
11032,40.7756465,-73.9873631,West End Ave,10023,10/26/2020
11030,40.7790417,-73.9871097,Freedom Pl,10023,10/26/2020
11023,40.8093835,-73.9516194,Frederick Douglass Blvd,10027,03/20/2019
11021,40.7106046,-74.0074954,Ann St,10038,11/02/2016
11020,40.7094492,-74.0052481,Gold st,10038,10/21/2016
11018,40.7570320,-73.9735024,E 50th St,10022,12/08/2016
11016,40.7715214,-73.9903532,11th Ave,10019,10/26/2020
11014,40.7726635,-73.9932377,12th Ave,10019,09/24/2020
11003,40.7839846,-73.9701551,Central Park West,10024,03/19/2019
11002,40.7556436,-73.9647103,1st Ave,10022,07/25/2016
11001,40.7694776,-73.9580710,E 73rd St,10021,06/06/2017
10999,40.7077988,-74.0144780,Washington st,10006,03/19/2019
10998,40.7059549,-74.0087933,Wall St,10005,12/13/2016
10997,40.7365537,-74.0052142,Bleecker St,10014,03/19/2019
10996,40.7650602,-73.9725642,5th Ave,10065,05/04/2017
10995,40.7833288,-73.9709389,Central Park West,10024,10/21/2016
10992,40.7684776,-73.9556708,1st Ave,10021,02/04/2019
10991,40.7663024,-73.9522319,E 72nd St,10021,02/04/2019
10990,40.7707344,-73.9571026,2nd Ave,10021,02/04/2019
10989,40.7694387,-73.9498758,Cherokee Pl,10075,05/04/2017
10988,40.7710048,-73.9538207,1st Ave,10021,02/04/2019
10986,40.7537990,-73.9970403,W 34th St,10001,11/06/2020
10982,40.7076569,-74.0030189,Beekman St,10038,10/21/2016
10978,40.8025792,-73.9452094,5th ave,10026,09/07/2016
10977,40.8081691,-73.9487015,7th Avenue,10027,10/21/2016
10976,40.7380633,-74.0043988,8th Ave,10014,07/25/2016
10975,40.7377697,-74.0019089,Greenwich Ave,10014,02/08/2017
10973,40.7718185,-73.9652685,E 72nd st,10021,10/02/2019
10953,40.8215504,-73.9446193,Edgecombe Ave,10030,02/04/2019
10952,40.8283824,-73.9454592,Amsterdam Ave,10031,12/01/2016
10951,40.8245384,-73.9482698,Amsterdam Ave,10031,10/21/2016
10950,40.7387684,-74.0097250,10th Ave,10014,05/13/2016
10948,40.8271395,-73.9463635,Amsterdam Ave,10031,02/04/2019
10933,40.8102662,-73.9634495,Claremont Ave,10027,09/07/2016
10917,40.8240071,-73.9449497,W 145th St,10031,07/29/2016
10915,40.8218371,-73.9472928,W 141st St,10031,01/14/2019
10914,40.7978640,-73.9677398,Amsterdam Ave,10025,01/14/2019
10913,40.8063413,-73.9638165,W 114 St,10027,09/07/2016
10644,40.7799581,-73.9845747,W72ND ST.,10023,12/06/2016
10643,40.7808146,-73.9855639,RIVERSIDE DR.,10023,08/12/2016
10641,40.7816542,-73.9830108,WEST END AVE.,10023,05/19/2016
10640,40.7837674,-73.9817103,WEST END AVE.,10024,04/28/2018
10638,40.7848353,-73.9826886,RIVERSIDE DR.,10024,07/01/2016
10636,40.7857708,-73.9802473,WEST END AVE.,10024,07/01/2016
10631,40.7372031,-73.9831521,E.21ST ST.,10010,12/08/2016
10629,40.7351385,-73.9799592,1ST AVE.,10010,05/13/2016
10628,40.7382895,-73.9799294,E.24TH ST.,10010,05/13/2016
10626,40.7400715,-73.9842339,LEXINGTON AVE.,10010,05/13/2016
10625,40.7400987,-73.9823863,3rd Avenue,10010,09/07/2021
10623,40.7398209,-73.9793515,2ND AVE,10016,05/13/2016
10622,40.7408506,-73.9818196,3RD AVE,10016,05/13/2016
10620,40.7367898,-73.9973875,6TH AVE.,10011,08/04/2016
10619,40.7360597,-73.9976509,6TH AVE.,10011,08/04/2016
10617,40.7501744,-73.9811060,MADISON AVE.,10016,05/13/2016
10615,40.7610877,-73.9691257,LEXINGTON AVE.,10022,08/24/2015
10573,40.7555577,-73.9621332,Sutton Pl S,10022,05/13/2016
10571,40.7034407,-74.0077976,Old Slip,10005,05/13/2016
10569,40.7073989,-74.0013670,Peck Slip,10038,05/01/2017
10568,40.7536050,-73.9788203,Madison Ave,10017,12/14/2016
10567,40.7114162,-74.0156980,Liberty St,10281,05/13/2016
10565,40.7624280,-73.9723848,Madison Ave,10022,02/04/2019
10562,40.7423341,-74.0042728,9th avenue,10011,05/13/2016
10560,40.7047877,-74.0102431,South William St,10004,01/14/2019
10558,40.7060457,-74.0040755,John Street,10038,01/14/2019
10557,40.7049665,-74.0114838,Broad St,10004,01/14/2019
10556,40.7063060,-74.0110692,Broad St,10005,06/29/2017
10555,40.7090729,-74.0089813,Maiden Ln,10038,01/14/2019
10554,40.7361338,-74.0034713,W 4 St,10014,07/14/2017
10489,40.7899093,-73.9446745,E104TH ST.,10029,06/15/2016
10488,40.7864324,-73.9461652,E99TH ST.,10029,08/04/2016
10487,40.7854286,-73.9479138,E97TH ST.,10029,06/15/2016
10486,40.7871003,-73.9480858,3RD AVE.,10029,06/15/2016
10485,40.7888507,-73.9465172,3RD AVE.,10029,05/19/2016
10484,40.7879713,-73.9442428,2ND AVE.,10029,06/15/2016
10483,40.7489262,-73.9855167,W34TH ST.,10001,04/17/2018
10482,40.7841637,-73.9488753,E95TH ST.,10128,12/06/2016
10481,40.7658234,-73.9632970,3RD AVE.,10065,07/01/2016
10469,40.7853661,-73.9493510,3RD AVE.,10029,07/01/2017
10464,40.7492394,-73.9882848,6th Avenue,10001,09/07/2021
10463,40.7546965,-73.9952139,9TH AVE.,10018,05/11/2016
10462,40.7533349,-73.9924890,8TH AVE.,10018,03/26/2018
10457,40.7647187,-73.9804882,7TH AVE.,10019,07/01/2016
10456,40.7618207,-73.9828607,7TH AVE.,10019,06/01/2017
10454,40.7608609,-73.9907193,9TH AVE.,10036,05/11/2016
10453,40.7596639,-73.9878787,8TH AVE.,10036,05/11/2016
10450,40.7550773,-73.9865188,BROADWAY,10036,07/01/2016
10444,40.7539821,-73.9859343,W40TH ST.,10018,10/21/2016
10443,40.7584069,-73.9887849,8TH AVE.,10036,05/11/2016
10442,40.7565955,-73.9901135,8TH AVE.,10036,12/01/2016
10441,40.7554836,-73.9874752,7TH AVE.,10036,06/10/2016
10439,40.7482310,-73.9803053,PARK AVE. S.,10016,06/10/2016
10438,40.7463679,-73.9838860,MADISON AVE.,10016,08/31/2016
10437,40.7446608,-73.9851206,MADISON AVE.,10016,10/21/2016
10436,40.7471659,-73.9792699,LEXINGTON AVE.,10016,06/10/2016
10435,40.7433594,-73.9820426,LEXINGTON AVE.,10016,05/11/2016
10434,40.7482348,-73.9882742,BROADWAY,10001,03/26/2018
10433,40.7459210,-73.9885272,BROADWAY,10001,07/01/2016
10430,40.7460537,-73.9766790,E35TH ST.,10016,06/10/2016
10428,40.7480421,-73.9834164,E34TH ST.,10016,04/17/2018
10427,40.7509688,-73.9903706,W34TH ST.,10001,08/03/2018
10426,40.7470536,-73.9810852,E34TH ST.,10016,08/04/2016
10425,40.7447855,-73.9756762,E34TH ST.,10016,01/13/2018
10421,40.7496842,-73.9896995,W33RD ST.,10001,03/26/2018
10420,40.7483856,-73.9863794,W33RD ST.,10001,03/26/2018
10418,40.7491902,-73.9904539,W32ND ST.,10001,08/31/2018
10417,40.7456867,-73.9821534,East 32nd Street,10016,11/01/2016
10416,40.7474853,-73.9861558,W32ND ST.,10001,04/01/2017
10414,40.7470820,-73.9873613,W31ST ST.,10001,05/11/2016
10413,40.7492892,-73.9922512,W31ST ST.,10001,04/17/2018
10405,40.7523850,-73.9897352,7TH AVE.,10018,08/31/2016
10402,40.7459102,-73.9904760,6TH AVE.,10001,06/10/2016
10401,40.7466344,-73.9859863,5TH AVE.,10001,05/11/2016
10400,40.7468882,-73.9771334,3RD AVE.,10016,05/11/2016
10399,40.7420884,-73.9809206,3RD AVE.,10016,05/11/2016
10398,40.7429962,-73.9773260,2ND AVE.,10016,05/11/2016
10397,40.7410453,-73.9784557,2nd Avenue,10016,07/01/2016
10396,40.7345436,-73.9844337,RUTHERFORD PL.,10003,07/01/2016
10395,40.7334458,-73.9852386,RUTHERFORD PL.,10003,02/01/2017
10393,40.7326139,-73.9835718,15TH ST.,10003,03/07/2017
10392,40.7324961,-73.9849587,2ND AVE,10003,05/19/2016
10390,40.7325614,-73.9815259,1ST AVE.,10009,05/11/2016
10382,40.7503295,-74.0061139,11TH AVE.,10001,05/01/2017
10381,40.7484468,-73.9997546,9TH AVE.,10001,05/11/2016
10380,40.7257640,-74.0058736,VARICK ST.,10013,05/11/2016
10379,40.7272517,-74.0056356,VARICK ST.,10014,12/30/2016
10378,40.7276553,-74.0025220,MACDOUGAL ST.,10014,05/11/2016
10377,40.7278747,-74.0058738,KING ST.,10014,03/07/2017
10376,40.7266862,-74.0073312,HUDSON ST.,10013,05/11/2016
10375,40.7288573,-74.0069779,HUDSON ST.,10014,05/11/2016
10374,40.7246440,-74.0076738,HUDSON ST.,10013,05/11/2016
10372,40.7251903,-74.0072012,DOMINICK ST.,10013,05/11/2016
10371,40.7261648,-74.0038785,6TH AVE.,10013,05/11/2016
10370,40.7672900,-73.9663828,PARK AVE.,10065,06/24/2016
10369,40.7660958,-73.9654701,LEXINGTON AVE.,10065,05/11/2016
10368,40.7649856,-73.9613156,2ND AVE,10065,06/01/2017
10361,40.7594480,-73.9654013,57TH ST.,10022,05/19/2016
10359,40.7640343,-73.9649224,3RD AVE.,10065,06/10/2016
10358,40.7631387,-73.9623671,2ND AVE.,10065,08/04/2016
10357,40.7611191,-73.9637797,2ND AVE.,10022,09/13/2021
10355,40.7212106,-74.0015513,MERCER ST.,10013,05/11/2016
10353,40.7171947,-74.0080120,W. BROADWAY,10013,09/09/2016
10350,40.7179330,-74.0095525,JAY ST.,10013,06/01/2017
10349,40.7168763,-74.0092060,HUDSON ST.,10013,05/01/2017
10348,40.7208177,-74.0100760,GREENWICH ST.,10013,10/21/2016
10347,40.7169228,-74.0106995,GREENWICH ST.,10013,03/01/2017
10346,40.7188414,-74.0102669,GREENWICH ST.,10013,08/04/2016
10345,40.7144637,-74.0084373,CHURCH ST.,10007,05/03/2016
10343,40.7156521,-74.0094151,CHAMBERS ST.,10013,08/04/2016
10341,40.7145818,-74.0058726,BROADWAY,10007,10/21/2016
10340,40.7872448,-73.9522783,Park Ave,10029,01/14/2019
10339,40.7794655,-73.9574689,E 85th St,10028,03/15/2018
10338,40.7753231,-73.9534746,2nd Ave,10028,05/31/2017
10337,40.7706188,-73.9642077,Park Ave,10021,05/13/2016
10331,40.8077485,-73.9473689,W 124th st,10027,05/11/2016
10330,40.8064582,-73.9466186,Lenox Ave,10027,09/02/2016
10329,40.8058360,-73.9428227,W 124th st,10027,05/11/2016
10327,40.8062813,-73.9500720,Adam Clayton Powell Jr Blvd,10027,05/19/2016
10326,40.8052125,-73.9475335,Lenox Ave,10027,09/02/2016
10325,40.8051700,-73.9508892,Adam Clayton Powell Jr Blvd,10026,10/21/2016
10324,40.8038074,-73.9422465,Madison Ave,10027,09/02/2016
10323,40.8025178,-73.9431145,Madison Ave,10035,07/25/2016
10322,40.8049788,-73.9411330,Madison Ave,10035,01/14/2019
10321,40.8050741,-73.9451496,Mt Morris Park West,10027,10/21/2016
10319,40.7931030,-73.9480450,E 106th st,10029,07/22/2016
10318,40.7943907,-73.9490480,Madison Ave,10029,10/21/2016
10316,40.7954360,-73.9480432,Madison Ave,10029,05/11/2016
10315,40.7904030,-73.9500225,E 102nd st,10029,01/11/2019
10312,40.7930517,-73.9500314,Madison Ave,10029,05/11/2016
10311,40.7916130,-73.9490827,Park Ave,10029,05/11/2016
10310,40.7917950,-73.9509460,Madison Ave,10029,10/21/2016
10307,40.7094930,-74.0064420,William St,10038,01/11/2019
10305,40.7097508,-74.0099228,Broadway,10038,01/11/2019
10304,40.7099017,-74.0099877,Broadway,10007,06/29/2017
10302,40.7692941,-73.9799850,West Drive,10019,03/12/2019
10300,40.7669276,-73.9770363,Center Drive,10019,04/21/2020
10299,40.7686702,-73.9756674,Center Drive,10019,08/26/2021
10293,40.7818481,-73.9774609,W 78th st,10024,10/21/2016
10292,40.7830312,-73.9782838,Amsterdam Ave,10024,01/10/2019
10291,40.7821112,-73.9755073,Columbus Ave,10024,09/17/2018
10290,40.7807445,-73.9765621,W 77th st,10024,10/21/2016
10289,40.7947142,-73.9720716,W 96th st,10025,07/22/2016
10288,40.7948990,-73.9761924,Riverside Drive,10025,01/10/2019
10287,40.7933668,-73.9729606,Broadway,10025,10/21/2016
10286,40.7932354,-73.9745750,West End Ave,10025,10/21/2016
10285,40.7921181,-73.9738784,Broadway,10025,01/10/2019
10284,40.7933950,-73.9765071,Riverside Drive,10025,01/10/2019
10282,40.7922809,-73.9776885,Riverside Drive,10024,01/10/2019
10281,40.7908585,-73.9747998,Broadway,10024,09/07/2016
10280,40.7907025,-73.9764034,West End Avenue,10024,09/07/2016
10279,40.7912629,-73.9795198,Riverside Drive,10024,01/10/2019
10278,40.7896043,-73.9757140,Broadway,10024,01/10/2019
10277,40.7894482,-73.9773138,West End Ave,10024,10/21/2016
10275,40.7849792,-73.9745023,W 83rd st,10024,07/29/2016
10272,40.7839416,-73.9739105,Columbus Ave,10024,05/11/2016
10270,40.7827003,-73.9711017,Central Park West,10024,09/07/2016
10269,40.7852122,-73.9729892,Columbus Ave,10024,05/11/2016
10268,40.7872127,-73.9543331,E 96th st,10128,07/22/2016
10267,40.7859113,-73.9532615,Park Ave,10128,01/10/2019
10266,40.7858214,-73.9550707,Madison Ave,10128,07/22/2016
10265,40.7846545,-73.9541759,Park Ave,10128,01/10/2019
10264,40.7845647,-73.9559851,Madison Ave,10128,07/22/2016
10263,40.7833923,-73.9550940,Park Ave,10128,01/10/2019
10262,40.7833079,-73.9568887,Madison Ave,10128,06/29/2017
10261,40.7821466,-73.9560048,E 89th st,10128,01/10/2019
10260,40.7820567,-73.9578139,Madison Ave,10128,07/22/2016
10259,40.7808926,-73.9569191,E 87th st,10028,01/10/2019
10258,40.7807368,-73.9587680,Madison Ave,10028,06/29/2017
10256,40.7750466,-73.9508464,1st Ave,10028,05/11/2016
10255,40.7768490,-73.9555678,3rd Ave,10028,01/10/2019
10254,40.7774397,-73.9569611,Lexington Ave,10028,07/29/2016
10253,40.7677834,-73.9561767,E 72nd st,10021,09/02/2016
10250,40.7700895,-73.9575435,2nd Ave,10021,05/11/2016
10248,40.7692350,-73.9550891,1st Ave,10021,07/25/2016
10245,40.7714010,-73.9563151,2nd Ave,10021,05/11/2016
10244,40.7695438,-73.9518975,York Ave,10021,05/11/2016
10243,40.7702611,-73.9540342,1st Ave,10021,07/25/2016
10240,40.7726742,-73.9553864,2nd Ave,10075,05/11/2016
10239,40.7708088,-73.9509687,York Ave,10075,05/11/2016
10238,40.7717704,-73.9532353,1st Ave,10075,07/25/2016
10237,40.7731396,-73.9522342,1st Ave,10075,06/29/2017
10236,40.7728988,-73.9542237,E 79th st,10075,05/13/2016
10235,40.7720580,-73.9518018,E 79th st,10075,06/29/2017
10233,40.7858688,-73.9571470,5th Ave,10128,07/25/2016
10232,40.7872710,-73.9561278,5th Ave,10128,01/10/2019
10230,40.7774842,-73.9786141,Columbus Ave,10023,05/13/2016
10229,40.7773586,-73.9824342,Amsterdam Ave,10023,07/25/2016
10227,40.7759995,-73.9797050,Columbus Ave,10023,01/10/2019
10226,40.7763127,-73.9819507,Broadway,10023,05/13/2016
10225,40.7760906,-73.9833553,Amsterdam Ave,10023,05/13/2016
10224,40.7747898,-73.9845795,Amsterdam Ave,10023,05/13/2016
10223,40.7746797,-73.9824133,Broadway,10023,05/13/2016
10222,40.7748816,-73.9805045,Columbus Avenue,10023,05/13/2016
10221,40.7734801,-73.9815435,Columbus Ave,10023,05/13/2016
10220,40.7831579,-73.9806633,Broadway,10024,05/01/2018
10219,40.7817417,-73.9812704,Broadway,10023,10/21/2016
10218,40.7795433,-73.9819318,Broadway,10023,07/29/2016
10217,40.7805997,-73.9800647,Amsterdam Ave,10023,07/25/2016
10216,40.7818676,-73.9791435,Amsterdam Ave,10024,07/25/2016
10214,40.7613623,-73.9605307,1st Ave,10065,05/11/2016
10213,40.7605382,-73.9585098,E 62 St,10065,05/11/2016
10212,40.7604427,-73.9602136,E 61 St,10065,05/13/2016
10211,40.7603526,-73.9615709,1st Ave,10065,05/11/2016
10210,40.7592512,-73.9594022,York Ave,10022,07/29/2016
10209,40.7591940,-73.9608388,E 59 st,10022,05/13/2016
10208,40.7588597,-73.9623515,1st Ave,10022,05/11/2016
10207,40.7581371,-73.9602222,Sutton Pl,10022,05/11/2016
10205,40.7575123,-73.9633376,1st Ave,10022,05/11/2016
10204,40.7564608,-73.9624322,E 55 St,10022,05/13/2016
10201,40.7565053,-73.9643741,1st Ave,10022,05/11/2016
10200,40.7782611,-73.9588453,Park ave,10028,02/07/2018
10199,40.7756323,-73.9607533,Park ave,10075,01/10/2019
10198,40.7743535,-73.9616964,Park ave,10021,05/11/2016
10197,40.7715792,-73.9634310,Park Ave,10021,01/09/2019
10195,40.7691974,-73.9654540,Park ave,10065,05/11/2016
10194,40.7679460,-73.9663680,Park ave,10065,01/09/2019
10188,40.7651188,-73.9767517,6th Ave,10019,05/11/2016
10187,40.7742581,-73.9635017,Madison ave,10021,08/11/2020
10186,40.7743054,-73.9655849,5th ave,10021,05/11/2016
10185,40.7732209,-73.9645132,Madison ave,10021,10/02/2019
10184,40.7731776,-73.9666163,5th ave,10021,01/09/2019
10182,40.7716737,-73.9791395,Central Park West,10023,07/29/2016
10181,40.7720584,-73.9819843,Broadway,10023,05/11/2016
10180,40.7704006,-73.9819451,Broadway,10023,05/11/2016
10179,40.7705242,-73.9799680,Central Park West,10023,10/28/2020
10175,40.7053403,-74.0047104,South St,10038,07/22/2016
10174,40.7044595,-74.0060735,South St,10005,06/01/2017
10171,40.7077558,-74.0017962,Front St,10038,10/21/2016
10168,40.7721697,-73.9499748,York Ave,10075,05/11/2016
10167,40.7219599,-74.0030773,WOOSTER ST.,10013,07/01/2016
10166,40.7245014,-74.0061080,VARICK ST.,10013,05/11/2016
10161,40.7189352,-73.9991270,CENTRE ST.,10013,07/01/2016
10160,40.7227941,-74.0064578,CANAL ST.,10013,04/17/2018
10159,40.7213972,-74.0044987,CANAL ST.,10013,07/01/2016
10158,40.7199480,-74.0024676,CANAL ST.,10013,05/11/2016
10157,40.7184329,-74.0003716,CANAL ST.,10013,10/20/2017
10156,40.7198410,-74.0013997,BROADWAY,10013,10/11/2016
10154,40.7947064,-73.9737655,West End Ave,10025,10/21/2016
10147,40.8362281,-73.9481993,W 158th St,10032,07/25/2016
10146,40.8342876,-73.9483345,Riverside Drive,10032,06/28/2017
10145,40.7958397,-73.9726743,West End Ave,10025,01/09/2019
10144,40.8009440,-73.9692084,West End Ave,10025,06/28/2017
10143,40.8132589,-73.9581771,La Salle st,10027,04/12/2017
10142,40.8143516,-73.9590362,Broadway,10027,09/07/2016
10141,40.8126010,-73.9607857,Broadway,10027,03/24/2017
10140,40.8143110,-73.9607089,Claremont Ave,10027,07/22/2016
10139,40.8159577,-73.9604586,Tiemann Pl,10027,07/22/2016
10138,40.8123627,-73.9621767,W 122nd st,10027,09/02/2016
10137,40.8107214,-73.9621596,Broadway,10027,07/29/2016
10136,40.7996382,-73.9719468,Riverside Dr,10025,09/07/2016
10135,40.7984875,-73.9692312,Broadway,10025,01/09/2019
10133,40.7972279,-73.9701528,Broadway,10025,06/28/2017
10132,40.7985214,-73.9731752,Riverside Dr,10025,01/09/2019
10131,40.7970828,-73.9717636,West End Ave,10025,01/09/2019
10130,40.7959710,-73.9710671,Broadway,10025,06/28/2017
10128,40.8106617,-73.9643740,Riverside Drive,10027,01/09/2019
10126,40.8088863,-73.9659608,Riverside Drive,10024,01/09/2019
10125,40.8078790,-73.9657626,W 115th st,10025,06/26/2017
10124,40.8076515,-73.9668501,Riverside Drive,10025,01/09/2019
10123,40.8060948,-73.9655288,Broadway,10025,06/26/2017
10122,40.8060380,-73.9673706,Riverside Drive,10025,01/09/2019
10121,40.8048408,-73.9664505,Broadway,10025,01/09/2019
10120,40.8046408,-73.9680580,Riverside Drive,10025,06/26/2017
10119,40.8035812,-73.9673686,Broadway,10025,01/09/2019
10118,40.8036475,-73.9690410,Riverside Drive,10025,01/09/2019
10117,40.8024561,-73.9681674,Broadway,10025,01/09/2019
10116,40.8023523,-73.9700529,Riverside Drive,10025,01/09/2019
10115,40.8013582,-73.9681174,Duke Ellington Blvd/W106th St,10025,01/09/2019
10114,40.8010131,-73.9709348,Riverside Drive,10025,01/09/2019
10113,40.7997765,-73.9684112,Broadway,10025,12/05/2016
10112,40.7998216,-73.9700216,West End Ave,10025,07/29/2016
10111,40.8380310,-73.9474462,Riverside Dr West,10032,01/09/2019
10108,40.8421931,-73.9438721,Riverside Dr,10032,01/08/2019
10107,40.8408650,-73.9445707,Riverside Dr,10032,01/08/2019
10106,40.8399846,-73.9459412,Riverside Dr,10032,01/08/2019
10105,40.8388622,-73.9463324,Riverside Dr,10032,01/08/2019
10104,40.8363592,-73.9468078,Riverside Dr,10032,09/07/2016
10103,40.8350274,-73.9454068,Edward M Morgan Pl,10032,06/26/2017
10102,40.8314498,-73.9428946,W 155th st,10032,10/21/2016
10101,40.8302443,-73.9417502,St Nicholas Ave,10032,01/08/2019
10100,40.8303084,-73.9437773,Amsterdam Ave,10032,01/08/2019
10099,40.8288722,-73.9422934,St Nicholas Ave,10031,01/08/2019
10098,40.8290655,-73.9446817,Amsterdam Ave,10031,08/04/2016
10096,40.8266577,-73.9431914,St Nicholas Ave,10031,01/08/2019
10095,40.8277706,-73.9459041,Amsterdam Ave,10031,01/08/2019
10093,40.8253268,-73.9439622,St Nicholas Ave,10031,07/22/2016
10092,40.8239265,-73.9487075,Amsterdam Ave,10031,10/21/2016
10091,40.8251117,-73.9475106,W 145th st,10031,10/21/2016
10085,40.7917546,-73.9528529,5th Ave,10029,01/08/2019
10084,40.7930168,-73.9519383,5th Ave,10029,07/22/2016
10083,40.7943779,-73.9511500,5th Ave,10029,06/26/2017
10082,40.7956290,-73.9500150,5th Ave,10029,05/11/2016
10080,40.8093245,-73.9627383,Broadway,10027,01/08/2019
10079,40.8100046,-73.9609896,W 120th st,10027,10/21/2016
10078,40.8093124,-73.9593825,Amsterdam Ave,10027,10/21/2016
10077,40.8081521,-73.9599471,Amsterdam Ave,10027,07/22/2016
10076,40.8069333,-73.9611142,Amsterdam Ave,10027,07/29/2016
10075,40.8055584,-73.9618519,Amsterdam Ave,10025,09/07/2016
10074,40.8067177,-73.9650805,Broadway,10025,07/22/2016
10073,40.8265714,-73.9465121,Amsterdam Ave,10031,07/22/2016
10060,40.7677716,-73.9856895,9th Ave,10019,05/12/2016
10059,40.7654855,-73.9876538,9th Ave,10019,05/12/2016
10055,40.7340915,-74.0045358,Bleeker Street,10014,05/12/2016
10053,40.7358456,-74.0016851,7 Ave,10014,02/23/2016
10052,40.7349481,-74.0032475,W 4 st,10014,02/23/2016
10051,40.7103191,-74.0077118,Nassau St,10038,06/23/2017
10050,40.7086997,-74.0073509,John St,10038,01/08/2019
10049,40.7637023,-73.9759400,57th st,10019,05/11/2016
10047,40.7642395,-73.9885601,9th Ave,10019,06/22/2017
10046,40.7393176,-74.0053371,Hudson St,10014,05/12/2016
10045,40.7364989,-74.0010248,Greenwich Ave,10011,05/12/2016
10044,40.7352830,-74.0002778,Greenwich Ave,10011,05/12/2016
10043,40.7386890,-74.0065603,Greenwich St,10014,05/11/2016
10042,40.7388209,-74.0038287,W 4th St,10014,05/19/2016
10041,40.7374622,-74.0056328,Hudson St,10014,05/11/2016
10040,40.7335702,-74.0027134,7th Ave,10014,07/22/2016
10039,40.7344129,-74.0013531,Waverly Pl,10014,02/23/2016
10037,40.7132559,-74.0093931,Church St,10007,07/21/2016
10035,40.7081701,-74.0065104,John St,10038,02/08/2017
10033,40.7041956,-74.0077039,Front St,10005,01/08/2019
9839,40.7099478,-74.0154415,Albany St,10281,05/11/2016
9836,40.7614894,-73.9728111,Madison Ave,10022,05/11/2016
9835,40.7623511,-73.9721899,Madison Ave,10022,07/22/2016
9834,40.7628587,-73.9718179,Madison Ave,10022,05/11/2016
9790,40.7369158,-74.0083536,WASHINGTON ST.,10014,12/15/2016
9788,40.7174722,-74.0034018,BROADWAY,10013,07/30/2015
9781,40.7608904,-73.9845214,BROADWAY,10019,07/30/2015
9780,40.7602317,-73.9848753,BROADWAY,10019,05/11/2016
9779,40.7616726,-73.9837415,BROADWAY,10019,03/31/2020
9778,40.7670213,-73.9791554,CENTRAL PARK SOUTH,10019,05/19/2016
9777,40.7674030,-73.9800397,CENTRAL PARK SOUTH,10019,05/11/2016
9762,40.7480478,-73.9847229,5TH AVE.,10016,03/31/2020
9761,40.7489946,-73.9840333,5TH AVE.,10016,05/06/2019
9760,40.7497521,-73.9834773,5TH AVE.,10016,07/29/2015
9756,40.7529628,-73.9792825,MADISON AVE.,10017,12/03/2014
9755,40.7522383,-73.9798602,E41ST ST.,10017,07/29/2015
9754,40.7514149,-73.9801997,MADISON AVE.,10016,07/30/2015
9753,40.7497505,-73.9991085,9TH AVENUE,10001,07/29/2015
9752,40.7500991,-73.9985419,9TH AVENUE,10001,07/30/2015
9751,40.7508896,-73.9979716,9TH AVENUE,10001,07/29/2015
9750,40.7495748,-74.0029523,10TH AVENUE,10001,07/16/2015
9749,40.7500964,-74.0022593,10TH AVENUE,10001,07/29/2015
9748,40.7508512,-74.0017108,10TH AVENUE,10001,07/29/2015
9747,40.7157574,-73.9779594,DELANCEY ST.,10002,05/11/2016
9746,40.7191000,-73.9755304,E. HOUSTON,10009,05/11/2016
9745,40.7154469,-73.9764697,FDR DR.,10002,10/13/2015
9740,40.7177909,-73.9760576,STANTON ST.,10002,05/11/2016
9739,40.7195775,-73.9750613,FDR DR.,10009,09/23/2015
9738,40.7201539,-73.9750250,FDR DR.,10009,09/23/2015
9737,40.7208675,-73.9749490,FDR DR.,10009,09/23/2015
9736,40.7215729,-73.9748982,E6TH ST.,10009,09/23/2015
9735,40.7190338,-73.9932396,CHRYSTIE ST.,10002,08/24/2015
